id_uniq;categoria;peso;altura;descricao
pk_0358;Macaco Selvagem;46,5;1,4;Seu coração bate num ritmo acelerado, de forma que não consegue ficar parado, mesmo que esteja comendo ou dormindo. O seu nível de estresse aumenta caso ele não se mantenha em movimento constantemente. Muito estresse o fará sentir-se doente.
pk_0359;Preguiçoso;130,5;2;O pokémon mais preguiçoso do mundo. Ele passa o dia deitado debaixo de árvores esperando frutos maduros caírem. Ele para e fica descansando até mesmo enquanto batalha. No entanto, enquanto descansa, ele reúne energia para contra-golpear.
pk_0360;Estagiário;5,5;0,5;Ele vive no subterrâneo e absorve os nutrientes das raízes de árvores. Seus olhos são praticamente cegos, por isso sente as coisas usando suas antenas. Evita muito a luz solar.
pk_0361;Ninja;12;0,8;Por se mover muito rápido, muitas vezes fica invisível, pois olhos comuns não conseguem acompanhar seus movimentos. O som que ele faz deixa uma dor de cabeça duradoura se for ouvido por muito tempo. Gosta de comer seiva de árvores.
pk_0362;Vertido;1,2;0,8;O corpo de Shedinja não dá sequer uma contração muscular, ele é duro e imóvel. Acredita-se que é um casco oco do Nincada recém evoluído em Ninjask. Dizem que ele roubará o espírito daquele que olhar o rombo em suas costas.
pk_0363;Sussurro;16,3;0,6;Geralmente ele comunica-se sussurrando. Quando pressente o perigo, dá um grito tão alto quanto o motor de um avião a jato. Ele respira através de canais em suas orelhas, permitindo-o a dar longos gritos sem precisar parar para recuperar o fôlego.
pk_0364;Grande voz;40,5;1;Possui orelhas redondas que funcionam como auto-falantes. Consegue derrubar uma casa de madeira com o poder ultra-sônico de seus berros. Quando termina de berrar, torna-se incapaz de ouvir qualquer coisa por um tempo.
pk_0365;Barulhento;84;1,5;Exploud comunica-se com os outros soltando alguns apitos que consegue emitir através dos tubos que há em seu corpo. Os sons que ele emite podem ser ouvidos de grandes distâncias, além de serem capazes de causar terremotos.
pk_0366;Coragem;86,4;1;Makuhita tem um espírito incansável, nunca perde a esperança. Ele come um monte de comida, fica cheio de sono, depois treina com muito rigor. Vivendo dessa maneira, este pokémon armazena energia em seu corpo.
pk_0367;Empurrão de Braço;253,8;2,3;Gosta de medir sua força com pokémons de grande massa corporal. Ele pode arremessar um caminhão para longe e parar trens em movimento com as mãos. Embora pareça gordo, seu corpo é puro músculo. Eles gostam de comparar suas forças.
pk_0368;Bolinhas;2;0,2;"Sua cauda salta como uma bola de borracha. Ele estica a cauda quando enfrenta inimigos maiores que ele. Ele pode girar a cauda como um laço de vaqueiro; e então lançá-la para longe, fazendo seu corpo voar."
pk_0369;Bússola;97;1;Quando está em perigo, aumenta o magnetismo de seu corpo e se protege atraindo objetos metálicos para perto de si. Seu nariz está sempre apontando para o norte. Se dois Nosepass se encontram, não conseguirão ficar um de frente para o outro pois seus narizes se repelem.
pk_0370;Gatinho;11;0,6;Fica facilmente fascinado por objetos em movimento, por isso fica perseguindo-os. Muitas vezes fica girando tentando pegar o próprio rabo até ficar tonto. É difícil para alguém conquistar sua confiança.
pk_0371;Vaidoso;32,6;1,1;Delcatty come e dorme na hora que quiser, não mantém um horário certo para isso. Suas rotinas diárias são completamente aleatórias. Mesmo que seja perturbado enquanto dorme, nunca irá atacar.
pk_0372;Escuridão;11;0,5;Vive tranquilamente nas profundezas de cavernas. Ele cava o chão à procura de pedras para comer. São temidos por muitos pois acredita-se que aquele que vir as jóias de seus olhos brilharem na escuridão terá seu espírito roubado.
pk_0373;Escuridão;161;0,5;A pedra preciosa vermelha que tem no peito aumenta de tamanho e se separa de seu corpo. Esta pedra possui uma rigidez incrível, sendo capaz de repelir qualquer ataque. Como ela é muito grande para Sableye carregar, ele se torna pouco ágil e vulnerável a ataques por trás.
pk_0374;Enganador;11,5;0,6;Anexado a sua cabeça existe um conjunto de mandíbulas capazes de roer vigas de metal. Suas mandíbulas na verdade são chifres metálicos. Ele distrai os inimigos com sua aparência dócil e depois abocanhá-los de surpresa.
pk_0375;Enganador;23,5;0,9;Sua boca gigante multiplica-se, passando a ter duas mandíbulas gigantes com as quais pode lutar. Mega Mawile é capaz de controlar cada uma das bocas independentemente. Ele tem uma disposição extremamente cruel. Ele agarra a presa em seus dois conjuntos de mandíbulas e os separa com força bruta. Seus dois conjuntos de mandíbulas se agitam violentamente, como se cada um tivesse vontade própria. Um rangido deles pode transformar uma pedra em pó.
pk_0376;Armadura de Ferro;60;0,4;Com sua força, Aron pode demolir um pesado caminhão. Após isso, o caminhão torna-se a sua refeição. Assim que evolui, joga fora sua antiga carcaça de aço e desenvolve uma nova.
pk_0377;Armadura de Ferro;120;0,9;Lairon se alimenta do ferro contido nas rochas. Faz seu ninho nas montanhas onde é encontrado o minério de ferro. Ele combate com outros de sua espécie para disputar território.
pk_0378;Armadura de Ferro;360;2,1;Muito zeloso com o seu território, Aggron defende seu ambiente de invasores. Caso seu território seja incendiado ou destruído por um deslizamento de rochas, ele irá cuidar do solo, plantar árvores e restaurar o lugar.
pk_0379;Armadura de Ferro;395;2,2;A capacidade destrutiva dos seus temíveis chifres consegue transformar um tanque revestido de aço em um monte de sucata metálica.
pk_0380;Meditação;11,2;0,6;Ele medita para flutuar e aumentar seu poder interior. Sobrevive comendo apenas uma fruta por dia. Ele costuma fazer os seus treinamentos mentais em profundas montanhas.
pk_0381;Meditação;31,5;1,3;Devido a sua meditação, o 6º sentido deste pokémon é bem aguçado. Ele pode sentir o que os outros estão pensando. Também pode prever os movimentos do adversário e ficar dias sem comer.
pk_0382;Meditação;31,5;1,3;Utiliza a sua elevada força de vontade para transformar o seu espírito numa força física e fazer crescer braços adicionais. Quanto mais Medicham exercitar o seu espírito, mais realistas estes braços se tornarão, podendo utilizá-los com grande destreza.
pk_0383;Relâmpago;15,2;0,6;Ele armazena eletricidade em sua pele. Quando o clima está muito seco, seu corpo começa a soltar faíscas. Ele estimula os seus músculos com eletricidade, tornando-o muito veloz.
pk_0384;Descarga Elétrica;40,2;1,5;Manectric descarrega eletricidade através de sua juba. A energia pode criar uma nuvem de raios sobre sua cabeça. Raramente se mostra diante de pessoas. Ele estimula seus próprios músculos com eletricidade, para se mover rapidamente, e alivia a dor com eletricidade para se recuperar.
pk_0385;Descarga Elétrica;44;1,8;A Mega Evolução preenche seu corpo com uma quantidade enorme de eletricidade, mas é demais para Manectric poder controlar totalmente. Muita eletricidade se acumulou em seu corpo, irritando Manectric. Sua velocidade explosiva é igual à de um raio.
pk_0386;Animador;4,2;0,4;Este pokémon está sempre a animar seus parceiros de equipe nas batalhas, soltando faíscas das bochechas. Está sempre absorvendo a eletricidade de postes telefônicos.
pk_0387;Animador;4,2;0,4;Se chove, Minun procura logo um abrigo. Dizem que estar exposto simultaneamente às eletricidades de Plusle e Minun trará uma boa circulação sanguínea e um aumento de vitalidade.
pk_0388;Vaga-Lume;17,7;0,7;Utiliza a luz piscante de seu rabo para comunicar-se. É atraído pelo aroma doce de Illumise. À noite, faz belos desenhos geométricos com luz. Só vive onde em lagos não poluídos.
pk_0389;Vaga-Lume;17,7;0,6;Com o seu doce aroma, guia os Volbeats para fazerem sinais de luz no céu noturno. Para poder conquistá-la, os Volbeats precisam fazer no céu desenhos bem complexos.
pk_0390;Espinho;2;0,3;Quanto mais saudável é o Roselia, mais cheirosas são as suas flores. A fragância delas pode deixar o oponente desatento. Os espinhos de sua cabeça são venenosos.
pk_0391;Estômago;10,3;0,4;Praticamente, todo o corpo Gulpin é o seu estômago. Como resultado, pode engolir algo que tenha seu próprio tamanho. O estômago dele possui enzimas especiais que dissolvem qualquer coisa.
pk_0392;Saco de Veneno;80;1,7;Como não possui dentes, engole tudo o que come. Sua boca fica enorme quando totalmente aberta. Um pneu de automóvel poderia caber facilmente na boca dele. Ele ejacula um líquido ácido para enfraquecer as suas presas.
pk_0393;Selvagem;20,8;0,8;Carvanha possui dentes fortemente desenvolvidos. Ele morde cascos de barcos, fazendo-os afundar. Um cardume inteiro irá atacar caso tenha seu território invadido. No entanto, sozinho ele é tímido.
pk_0394;Brutal;88,8;1,8;O grande perigo dos mares, Sharpedo pode atacar violentamente aquele que cruzar o seu caminho. Apesar de ser desprovido de cauda, pode nadar em alta velocidade, percorrendo longas distâncias.
pk_0395;Brutal;130,3;2,5;Os espinhos que surgem em sua cabeça são dentes transformados. Se forem quebrados, eles podem voltar a crescer quantas vezes precisar. Como conseqüência do Mega Evolution, seus instintos combativos explodiram. As marcas amarelas em seu corpo são cicatrizes resultantes das batalhas. A energia da Mega Evolução passa pelas cicatrizes, causando dor e sofrimento. Com uma propulsão explosiva, consegue ultrapassar as 125 milhas por segundo.
pk_0396;Baleia-Bola;130;2;Enchendo o seu corpo de água, Wailmer transforma-se numa bola a saltar pelo chão. Suas narinas ficam sobre a sua cabeça. Ele assusta as pessoas jorrando a água de seu corpo pelas narinas.
pk_0397;Baleia Flutuante;398;14,5;O maior pokémon que existe. Pode ingerir uma grande quantidade de comida com sua boca grande. Com apenas um fôlego, consegue mergulhar a 3 km de profundidade.
pk_0398;Entorpecido;24;0,7;O corpo deste pokémon parece ser um caldeirão fervente de magma. Quando é molhado, o magma esfria e endurece, tornando-o mais lento. O magma de seu corpo atinge 1.200° C. Sua corcova fica menor quando usa golpes tipo fogo.
pk_0399;Erupção;220;1,9;Camerupt possui um vulcão dentro do corpo. Quando está nervoso, as corcovas em suas costas entram em erupção, jorrando lava fervente. Ele vive em crateras de vulcões.
pk_0400;Erupção;320,5;2,5;As corcovas que tinha nas costas viraram um único vulcão grande e ativo. O magma está constantemente fervendo no interior do seu corpo. Tem um ódio profundo à água e à umidade e possui uma personalidade explosiva e um temperamento forte. O vulcão nas suas costas está em constante erupção.
pk_0401;Carvão;80,4;1,5;Torkoal cava o solo de montanhas em busca de carvão. Se encontra algum, guarda dentro de seu casco. Seu corpo gera energia queimando o carvão. Quando está em apuros, a fumaça que solta é negra.
pk_0402;Pulo;30,6;0,7;O impacto que seu rabo dá no chão enquanto está pulando faz o seu coração bater. Por esta razão, Spoink está sempre pulando. A pérola que possui sobre a cabeça ajuda a ampliar seus poderes psíquicos.
pk_0403;Manipulador;71,5;0,9;Grumpig usa as pérolas negras de seu corpo para amplificar as ondas de seus poderes psíquicos e ganhar assim um controle total sobre seu inimigo. Quando usa os seus poderes, começa a dar estranhos passos de dança.
pk_0404;Panda de Manchas;5;1,1;Todos os Spindas existentes no mundo possuem manchas únicas pela cara. Dois Spindas nunca terão manchas idênticas. O seu jeito desengonçado de caminhar deixa os inimigos tontos.
pk_0405;Formiga Escavadora;15;0,7;Suas mandíbulas são capazes de quebrar pedras. Ele cava poços na areia onde espera sua presa passar e cair no buraco. Por causa de sua cabeçona, tem dificuldades de se endireitar quando cai de costas.
pk_0406;Vibração;15,3;1,1;Ao vibrar as suas asas, Vibrava cria ondas ultra-sônicas para atacar seus adversários. Essas ondas são tão fortes que podem trazer dores de cabeça para as pessoas. Suas asas ainda estão em fase de crescimento, por isso voa curtas distâncias.
pk_0407;Místico;82;2;Ele gera tempestades de areia com o seu bater de asas. Ao fazer isso, o barulho que suas asas fazem parece um canto. Por esta razão, esconde-se atrás das nuvens de areia para não ser detectado pelo  adversário.
pk_0408;Cacto;51,3;0,4;Este pokémon vive em locais áridos, principalmente em desertos. Ele solta um cheiro forte de sua flor para atrair suas presas e depois atacar com seus espinhos. Ele armazena água em seu corpo e sobrevive um mês sem beber nada.
pk_0409;Espantalho;77,4;1,3;Após viver milhares de anos no deserto, seu sangue passou a ter as mesmas substâncias que a areia. De manhã ele permanece imóvel para não perder água com o calor do sol. À noite, quando a temperatura cai, ele sai para caçar.
pk_0410;Pássaro de Algodão;1,2;0,4;Se Swablu vir algo sujo, irá polir usando as suas asas de algodão. Ao sujar as asas, vai logo limpá-las em algum riacho. Quando chega a primavera, um bando de Swablus voam para a cidade.
pk_0411;Cantor;20,6;1,1;Altaria possui uma voz soprano e reproduz um canto maravilhoso. Suas asas são como nuvens de algodão. Ele lança de sua boca bolas de fogo de intenso calor. Ele voa de maneira calma e descontraída.
pk_0412;Cantor;20,6;1,5;O corpo de Mega Altaria está envolvido pelas suas asas únicas, que brilham com um toque iridescente. As suas asas de maiores dimensões cresceram como uma medida de autoproteção. Canta com uma voz ainda mais bela que antes. Tem uma personalidade sociável e não é tímido.
pk_0413;Gato Furão;40,3;1,3;Geralmente anda sobre as quatro patas, mas fica de pé quando estende suas garras para atacar. Usa suas garras afiadas para destruir seus inimigos. Durante várias gerações este pokémon vê Seviper como seu inimigo mortal.
pk_0414;Cobra de Presas;52,5;2,7;Possui um rabo no formato de espada que, além de cortar o inimigo, infecta-o com o seu veneno. Ele se esconde atrás da moita para atacar suas vítimas de surpresa com suas presas venenosas. Desde os tempos remotos ele é arqui-rival de Zangoose.
pk_0415;Meteorito;168;1;Este pokémon foi descoberto num local onde havia caído um meteorito. Por causa disso, muitos acreditam que ele veio do espaço. Entretanto, ninguém pode provar essa teoria. Ele flutua no ar através de telecinese e torna-se mais ativos em tempos de lua cheia.
pk_0416;Meteorito;154;1,2;A luz do sol é a fonte do poder de Solrock. Em dias ensolarados, se expõe ao sol para absorver suas energias. Ele tem o poder de ler as emoções dos outros. Ele emite um calor intenso enquanto gira o corpo.
pk_0417;Bigodes;1,9;0,4;Os bigodes sensíveis de Barboach servem como um ótimo sistema de radar. Ao se esconder na lama, deixa apenas seus dois bigodes expostos enquanto aguarda sua presa. Sua pele viscosa torna-o impossível de se segurar.
pk_0418;Bigodes;23,6;0,9;Ao entrar numa raiva selvagem, Whiscash desencadeia um grande tremor ao seu redor. Ele possui a habilidade de prever terremotos. É extremamente protetor de seu território, se algum inimigo se aproxima dele, ataca-o com tremores.
pk_0419;Rufião;11,5;0,6;Ele agarra os seus alimentos utilizando-se de suas pinças afiadas. Ele não tem preferência por um tipo de comida, come qualquer coisa. É um pokémon destemido que pode procriar em qualquer ambiente.
pk_0420;Trapaceiro;32,8;1,1;Ele muda de casco continuamente. Possui um temperamento violento e desafia qualquer um para uma batalha. Outros pokémons evitam viver no mesmo local onde vivem Crawdaunts.
pk_0421;Boneco de Argila;21,5;0,5;Ele se locomove girando o seu corpo. Pinturas em paredes de antigas ruínas mostram esse pokémon vivendo entre as pessoas. Ele dorme enquanto se equilibra em seu único pé.
pk_0422;Boneco de Argila;107,9;1,5;Dizem que Claydols são bonecos de barro que foram feitos por uma antiga civilização e que foram trazidos a vida por um raio misterioso. Consegue disparar raios de ambos os braços.
pk_0423;Lírio do Mar;23,8;1;Este pokémon fica permanentemente ancorado a uma rocha. Se camufla entre as algas marinhas para capturar suas presas. Seu pescoço e tentáculos podem se estender por mais de três vezes seu comprimento normal para capturar presas distantes. Ficou extinto há cem milhões de anos.
pk_0424;Craca;60,4;1,5;Ele vive vagando no fundo do mar em busca de comida. Ele ataca soltando um ácido de seus tentáculos. Seu corpo é bem aderente, impedindo-o de ser arrastado por correntezas quando se agarra em algo.
pk_0425;Camarão Velho;12,5;0,7;Estudos dizem que, no passado, as oito patas que este pokémon possuía transformaram-se em asas que o ajudavam a nadar. Vivia em águas quentes e usava suas garras para sobreviver.
pk_0426;Chapa;68,2;1,5;A armadura resistente do corpo de Armaldo consegue repelir diversos ataques. Ele pode recolher e retirar suas garras de dentro de seu corpo através dos buracos que tem no peito.
pk_0427;Peixe;7,4;0,6;Por ter uma aparência feia e esfolada, é ignorado até mesmo por pesquisadores. Apesar disso, é forte e consegue viver tanto em água doce quanto em água salgada.
pk_0428;Tenro;162;6,2;"Conhecido como ""o mais belo de todos os pokémons"". Dizem que sua beleza é capaz de acalmar os corações violentos e cheios de discórdia. Muitos artistas tentam reproduzir sua beleza."
pk_0429;Clima;0,8;0,3;Castform usa os elementos da natureza para proteger o seu corpinho frágil. Ele muda de aparência conforme o tempo. Sua estrutura celular irá mudar conforme o clima do ambiente.
pk_0430;Troca Cores;22;1;Especialista em camuflagem, consegue mudar as cores de seu corpo à vontade para se misturar com as cores do ambiente, permitindo que fique invisível. O único detalhe que não consegue mudar é a faixa em forma de ziguezague de sua barriga.
pk_0431;Fantoche;2,3;0,6;O chifre de Shuppet pode captar sentimentos de inveja e vingança. Se alguém desenvolve fortemente esses sentimentos, conseguirá atrair um bando deles. Ele perambula pelas cidades em busca de rancores que contaminam as pessoas.
pk_0432;Marionete;12,5;1,1;A energia maligna que permanece em bonecos de vodu abandonados ganha uma nova vida no corpo de Banette. Ele fura seu próprio corpo com agulhas para gerar fortes maldições. Se abrir a boca, sua energia maligna escapará.
pk_0433;Marionete;13;1,2;A mega evolução solta os zíperes que limitavam os poderes de Banette, permitindo-lhe libertar a energia oculta e mostrar o seu poder maléfico. A energia extraordinária amplifica seu poder de amaldiçoar a tal ponto que não pode evitar amaldiçoar seu próprio treinador. A Mega Evolução aumenta sua vingança, e o poder de maldição que foi contido por seu zíper é liberado.
pk_0434;Réquiem;15;0,8;Este pokémon vagueia na escuridão da meia-noite. Ele pode atravessar grossas paredes sem problemas. Ele faz seu único olho brilhar para dar sustos nos outros. Dizem que ele vem tirar a alma de crianças que desobedecem seus pais.
pk_0435;Aceno;30,6;1,6;O interior do corpo de Dusclops é completamente oco. Muitos creem que existe um buraco negro lá. Com a boca, ele pode absorver qualquer coisa, não importa o tamanho. Uma vez absorvida, esta coisa nunca mais sairá dele. Ele hipnotiza os inimigos fazendo gestos macabros com as mãos.
pk_0436;Fruto;100;2;As pencas de frutas que nascem no pescoço de Tropius são muito adoradas por crianças. Ele gosta tanto de frutas que seu organismo se desenvolveu para produzi-las. Para voar, utiliza-se das folhas de suas costas como asas.
pk_0437;Carrilhão de Vento;1;0,6;Em dias com fortes ventos, Chimecho adora prender-se em um lugar e ficar cantando enquanto seu rabo abana. Seu canto ecoa dentro do corpo como o som de um sino. Quando se sente ofendido, dá um grito super-sônico.
pk_0438;Desastre;47;12;Sempre que Absol se mostra diante de humanos é sinal que algum desastre está prestes a acontecer. O próprio pokémon pode pressentir quando uma catástrofe natural se aproxima.
pk_0439;Desastre;49;1,19;A grande energia que corre pelo corpo de Absol quando este mega evolui faz com que os seus pelos fiquem todos arrepiados, dando-lhe a aparência de ter asas. Contudo, não são asas de verdade, por isso não é capaz de voar. Ele converte a energia da Mega Evolução em uma aura intimidante. Pessoas desanimadas ficam em choque ao vê-lo. Ele não gosta de lutar quando está nesta forma, por isso a odeia.
pk_0440;Brilhante;14;0,6;Em noites de luar estes pokémons se reúnem para brincar. Eles usam as orelhas como mãos. A expressão que possuem é sempre alegre. Quando estão com raiva, ficam batendo seus rabos no chão.
pk_0441;Chapéu de Neve;16,8;0,7;Vivem em regiões gélidas. Nas estações sem neve, como primavera e verão, ele sai para viver entre estalactites e estalagmites de cavernas congeladas. É dito que ele traz prosperidade aos lugares que visita.
pk_0442;Rosto;256,5;1,5;Um Glalie tem o poder de congelar instantaneamente a umidade na atmosfera. Uma nuvem brilhante de cristais de gelo se forma em torno de seu corpo congelado. Sua armadura de gelo nunca derrete.
pk_0443;Rosto;350,2;2,1;A energia excessiva desta mega evolução jorra para fora da boca de Glalie, explodindo e destruindo sua mandíbula. Já não consegue mais fechar a boca, e o ar congelante que emite se torna muito mais forte. Ele envolve a presa em sua boca, congelando-a, mas como sua mandíbula está deslocada, não consegue comer, o que o deixa irritado. Ele lança inimigos em sua boca aberta, congelando-os com uma explosão de ar gelado.
pk_0444;Aplauso;39,5;0,8;Spheal se locomove bem mais rápido rolando o corpo do que andando. Sua pele felpuda o protege do frio. Quando um grupo desses pokémons está comendo, começam a bater palmas para demonstrar satisfação.
pk_0445;Bola Rolante;87,6;1,1;Gosta muito de equilibrar objetos com o focinho. Enquanto faz isso, fareja o objeto para examiná-lo. De vez em quando ele brinca girando uma pokébola ou um Spheal na sua cabeça. Vivem em cima de gelo flutuante. Eles vão nadar quando estão caçando, procurando suas presas pelo cheiro.
pk_0446;Quebra Gelo;150,6;1,4;As presas maciçamente desenvolvidas de Walrein são capazes de quebrar um bloco de gelo de dez toneladas com apenas um golpe. Sua espessa camada de gordura permite que aguente temperaturas abaixo de zero.
pk_0447;Bivalve;52,5;0,4;O casco resistente de Clamperl não funciona apenas como proteção como também pode ser usado para agarrar seus adversários. Ele consegue fabricar uma pérola magnífica uma vez na vida.
pk_0448;Mar Profundo;27;1,7;A existência deste pokémon passou despercebida por um longo tempo pelo fato de viver nas profundezas do mar. A ponta de seu rabo tem a aparência de um pequeno peixe, com olhos que acendem.
pk_0449;Mar do Sul;22,6;1,8;Embora possua uma aparência elegante ao nadar, pode ser muito cruel. Ele enfia sua boca fina no corpo de suas presas e suga seus nutrientes como uma seringa. Seu corpo fica com cores mais vivas após alimentar-se.
pk_0450;Longevidade;23,4;1;Este pokémon existe na Terra há cem milhões de anos. Ele resiste à enorme pressão de água das profundezas do oceano. Seu corpo é coberto de escamas que são duras como rochas.
pk_0451;Encontro;8,7;0,6;O corpo em forma de coração deste pokémon é um símbolo de amor e romance. Diz-se que casais que encontram esse pokémon terão um bom relacionamento durante toda a vida.
pk_0452;Cabeça de Rocha;42,1;0,6;Com a pretensão de voar, Bagon atira-se de penhascos. Depois de muitas tentativas frustradas, sua cabeça desenvolveu-se dura para resistir aos impactos de suas quedas.
pk_0453;Resistência;110,5;1,1;Seu corpo está encoberto por um caso duro que serve como um escudo. Lá dentro, suas células estão passando por uma transformação. Possui movimentos vagarosos devido ao casco pesado.
pk_0454;Dragão;102,6;1,5;O enorme desejo de querer voar fez esse pokémon sofrer uma mutação para ganhar um par de asas. Se enfurecido, perde a razão e sai descontroladamente destruindo tudo.
pk_0455;Dragão;112,6;1,8;Suas duas asas se unem, transformando-se numa enorme asa em formato de lua crescente. Ao voar em alta velocidade, esta asa se torna uma lâmina gigante que pode cortar tudo o que estiver em seu caminho. Ele coloca suas patas dianteiras dentro de sua concha para otimizar o seu vôo. A mega evolução alimenta sua brutalidade, podendo voltar-se até mesmo contra seu treinador.
pk_0456;Bola de Ferro;95,2;0,6;Em vez de sangue, uma poderosa força magnética corre pelo corpo deste pokémon. Ele consegue se manter flutando no ar repelindo o magnetismo natural da Terra. Ele usa magnetismo para se comunicar com outros de sua espécie.
pk_0457;Garra de Ferro;202,5;1,2;Um Metang é formado pela fusão de dois Beldum. Os cérebros dos Beldum se unem por um sistema nervoso magnético. Isso permite que Metang tenha vastos poderes psicocinéticos. Dobrando os braços para trás, consegue viajar em alta velocidade.
pk_0458;Perna de Ferro;550;1,6;Resultando da união de dois Metang, este pokémon possui quatro cérebros. Por esta razão, dizem que é capaz de pensar mais rápido do que um super computador. Ele abocanha suas presas com a boca de seu estômago.
pk_0459;Perna de Ferro;942,9;2,5;Esta forma resulta de um Metagross, um Metang e dois Beldum conectados. A Mega Evolução estimulou o seu cérebro. Ele emergiu como um pokémon implacável que vai se agarrar em qualquer meio para garantir suas vitórias. Seu intelecto ultrapassa o nível anterior, resultando em batalhas tão cruéis que vão te dar vontade de cobrir os olhos. Quando sabe que não pode vencer, ele crava as garras de suas pernas em seu oponente e começa uma contagem regressiva para uma grande explosão.
pk_0460;Pico de Rocha;230;1,7;É inteiramente composto de rochas sem nenhum sinal de cérebro ou coração. É um mistério até mesmo para os cientistas modernos. Dizem que quando seu corpo é danificado, consegue repará-lo usando pedras.
pk_0461;Icebergue;175;1,8;Diz-se ter um corpo feito do gelo do polo sul. Cientistas acreditam que é o mesmo gelo que havia na Era do Gelo. Seu corpo não pode ser derretido, mesmo por magma fervente. Consegue manipular ares frios de até -200ºC.
pk_0462;Ferro;205;1,9;Estudos dizem que seu corpo é oco e mais duro que qualquer tipo de metal. Ele endureceu devido à pressão subterrânea ao longo de dezenas de milhares de anos. E não é só duro, como também muito flexível.
pk_0463;Eternidade;40;1,4;Pode comunicar-se através de telepatia. Sua pelugem especial é capaz de refletir a luz, deixando-a invisível. Raramente de mostra diante de humanos. A figura de seu peito é da mesma cor de Latios.
pk_0464;Eternidade;52;1,8;O seu corpo é menor que o de Mega Latios. Graças a isso, Mega Latias é mais ágil e consegue fazer curvas extremamente acentuadas.
pk_0465;Eternidade;60;2;Um pokémon muito inteligente. Dobrando suas asas para trás, é capaz de voar mais rápido que aviões a jato. Possui a habilidade de visão compartilhada, permitindo qualquer um ver algo que viu ou está vendo, ainda que esteja distante.
pk_0466;Eternidade;70;2,3;Ele é maior que Mega Latias e pode atingir velocidades mais elevadas durante o voo. Também difere de Mega Latias pela cor de seus olhos.
pk_0467;Bacia do Mar;352;4,5;Diz a lenda que ele foi o responsável por expandir os mares causando chuvas torrenciais e fortes tsunamis. É o salvador de povoados que sofriam com fortes secas. É considerado ser a personificação do próprio mar.
pk_0468;Bacia do Mar;430;9,8;A energia que enche o seu corpo verte em forma de água marinha. Sua pele azul brilha como uma safira. Seu corpo é semitransparente e emana uma luz dourada do seu interior.
pk_0469;Continente;950;3,5;Diz a lenda que ele foi o responsável por expandir os continentes causando erupções e fortes raios de sol. É o salvador de povoados que sofriam com enormes inundações. É considerado ser a personificação da própria terra.
pk_0470;Continente;999,7;5;A energia que enche o seu corpo verte em forma de magma e está a uma temperatura tão elevada que o seu corpo parece estar sempre brilhando com a fumaça de seu calor.
pk_0471;Alto Céu;206,5;7;Vive voando acima das nuvens, na camada de ozônio. Por esta razão, demorou para ser descoberto. Dizem que desceu à Terra a fim de parar a batalha titânica de Kyogre e Groudon quando causavam um cataclismo com seus poderes.
pk_0472;Alto Céu;392;10,8;Ele libera partículas dos longos filamentos que se estendem a partir da sua mandíbula. Estas partículas podem controlar a densidade e a umidade do ar, permitindo ao Rayquaza manipular o estado do tempo. A sua pele verde brilha como uma esmeralda.
pk_0473;Desejo;1,1;0,3;A cada mil anos, Jirachi desperta de seu sono durante uma semana. Quem escreveu desejos nas notas de sua cabeça irá tê-los realizados quando Jirachi despertar. Enquanto está adormecido, um casco duro e cristalino envolve seu corpo para protegê-lo de inimigos. Em sua barriga encontra-se o seu olho verdadeiro, que raramente é aberto.
pk_0474;DNA;60,8;1,7;Um vírus alienígena que caiu na terra em um meteoro passou por uma mutação de DNA para se tornar este pokémon. Ele aparece onde auroras são vistas. O órgão cristalino em seu peito é aparentemente o seu cérebro./
pk_0475;DNA;60,8;1,7;Deoxys é capaz de se transformar para enganar os seus inimigos. Quando precisa de um forte poder de ataque, seu corpo assume esta forma. Este aspecto o torna mais agressivo.
pk_0476;DNA;60,8;1,7;Ao alterar sua forma, o órgão cristalino em seu peito faz aparecer uma aurora. Neste formato, Deoxys altera sua estrutura celular para conseguir um corpo mais resistente, absorvendo os ataques que recebe.
pk_0477;DNA;60,8;1,7;A forma como o seu corpo está configurado nesta aparência lhe permite a mover-se em alta velocidade. É a melhor opção de Deoxys para desviar de sucessivos golpes, chegar em outros lugares rapidamente ou mesmo fugir dos inimigos.
pk_0478;Mini Folha;10,2;0,4;Feita de terra batida, a concha em suas costas fica mais dura quando ele bebe água. Em Turtwigs saudáveis, sua concha é úmida. Ele vive ao longo de lagos. Ele realiza a fotossíntese com seu corpo, produzindo oxigênio. A folha em sua cabeça murcha se ele estiver com sede.
pk_0479;Bosque;97;1,1;Sua concha é de solo endurecido. Alguns pokémons aparecem para comer as frutas na árvore em suas costas. Ele carrega seus companheiros em suas costas. Os Grotles que vivem nas florestas tem sua própria fonte de água secreta.
pk_0480;Continente;310;2,2;Pequenos pokémons ocasionalmente fazem seus ninhos nas costas desse pokémon. Alguns nascem e passam toda sua vida nas costas de um Torterra. Quando grupos de Torterra migram são normalmente confundidos com “florestas que andam”.
pk_0481;Chimpanzé;6,2;0,5;Nem a chuva pode apagar a chama em seu rabo. Antes de dormir, Chimchar apaga sua chama para não incendiar sua floresta. Sua chama fica bem menor quando ele está doente. O combustível dessa chama é um gás feito em seu estômago.
pk_0482;Brincalhão;22;0,9;Ele controla habilmente a intensidade da chama que queima em sua cauda para manter inimigos a uma distância ideal. Ele os intimida usando a alta intensidade do fogo para parecer maior.
